Seconds,Barometric_Pressure,Flow_Rate,Oxygen,Water_Vapor,Carbon_Dioxide,Marker
32,83.92786,764.7148,19.88083,4.42E-02,1.83E-03,-1
33,83.9013,765.1523,19.8788,4.33E-02,1.74E-03,-1
34,83.94036,764.7148,19.87927,4.24E-02,1.33E-03,-1
35,83.94661,764.4023,19.87716,4.12E-02,1.33E-03,-1
36,83.92317,763.496,19.87841,4.01E-02,1.38E-03,-1
37,83.94505,762.6523,19.87615,3.90E-02,1.33E-03,-1
38,83.93724,762.0273,19.87724,3.78E-02,1.49E-03,-1
39,83.92943,762.371,19.87841,0.0367662,1.42E-03,-1
40,83.9388,761.4647,19.87849,3.55E-02,9.84E-04,-1
41,83.94349,761.8398,19.8799,3.46E-02,7.41E-04,-1
42,83.91068,762.0585,19.87826,3.38E-02,9.66E-04,-1
43,83.90911,761.3398,19.87896,3.29E-02,8.47E-04,-1
44,83.94193,761.2772,19.87865,3.21E-02,1.01E-03,-1
45,83.93724,762.1522,19.87779,3.12E-02,1.02E-03,-1
46,83.91692,761.621,19.87919,3.04E-02,8.09E-04,-1
47,83.91849,760.5897,19.87935,2.94E-02,9.16E-04,-1
48,83.93724,761.1523,19.88044,2.88E-02,8.53E-04,-1
49,83.92943,760.6835,19.87786,2.80E-02,6.66E-04,-1
50,83.92005,759.7772,19.87904,2.73E-02,6.28E-04,-1
51,83.90286,759.621,19.87826,2.68E-02,6.66E-04,-1
52,83.92317,759.5585,19.87771,2.62E-02,8.72E-04,-1
53,83.94036,758.7147,19.87669,2.56E-02,7.91E-04,-1
54,83.93724,759.1835,19.87896,2.52E-02,9.41E-04,-1
55,83.92005,759.5585,19.87982,2.46E-02,7.47E-04,-1
56,83.91692,759.0897,19.87763,2.40E-02,6.34E-04,-1
57,83.93568,759.0585,19.8799,0.0234535,4.34E-04,-1
58,83.91068,759.2147,19.87966,2.30E-02,3.09E-04,-1
59,83.92474,759.0272,19.88013,2.28E-02,5.53E-04,-1
60,83.9138,759.746,19.88099,2.23E-02,4.34E-04,-1
61,83.90911,760.5272,19.88177,2.25E-02,6.84E-04,-1
62,83.94193,761.5272,19.88333,4.27E-02,2.01E-03,-1
63,83.93724,761.2772,19.88732,0.1192362,1.57E-02,-1
64,83.92005,762.121,19.88943,0.2460506,2.99E-02,-1
65,83.9013,762.6835,19.88005,0.3902716,4.14E-02,-1
66,83.93568,762.8398,19.86029,0.5369613,5.19E-02,-1
67,83.91068,762.2148,19.83997,0.6716197,6.03E-02,-1
68,83.92474,762.4648,19.80974,0.7561209,5.99E-02,-1
69,83.94036,762.5273,19.78122,0.792559,5.77E-02,-1
70,83.92161,762.621,19.75864,0.809903,5.63E-02,-1
71,83.94193,762.1835,19.74529,0.824622,5.28E-02,-1
72,83.89661,761.9647,19.73544,0.8312783,0.0509539,-1
73,83.93098,762.0898,19.73536,0.8340597,4.93E-02,-1
74,83.91536,761.871,19.73489,0.8372472,4.72E-02,-1
75,83.9263,762.246,19.73427,0.8250907,4.58E-02,-1
76,83.92943,761.2772,19.73404,0.8025591,4.32E-02,-1
77,83.93724,760.0897,19.73552,0.7534334,4.00E-02,-1
78,83.94349,759.5272,19.73607,0.6826823,3.40E-02,-1
79,83.9138,759.0272,19.74044,0.6020249,2.68E-02,33
80,83.94505,758.7147,19.74302,0.5268987,2.10E-02,-1
81,83.9138,758.621,19.75411,0.4634914,1.83E-02,-1
82,83.92474,758.371,19.76669,0.4098032,1.59E-02,-1
83,83.90443,758.4334,19.77818,0.3628649,0.0144471,-1
84,83.93255,757.6835,19.78872,0.3238643,1.36E-02,-1
85,83.9138,758.4022,19.79911,0.2932388,1.30E-02,-1
86,83.91849,758.246,19.8081,0.2678635,1.27E-02,-1
87,83.93568,758.3397,19.8145,0.2458006,1.24E-02,-1
88,83.92943,758.371,19.82122,0.2261441,1.18E-02,-1
89,83.92474,758.496,19.82505,0.2093938,1.17E-02,-1
90,83.89973,758.5585,19.83115,0.1954874,1.18E-02,-1
91,83.92943,758.1834,19.83404,0.1822372,0.0115658,-1
92,83.94505,758.2772,19.83615,0.1701432,1.19E-02,-1
93,83.94505,758.1834,19.83755,0.1593306,1.19E-02,-1
94,83.93568,757.4647,19.84255,0.1494554,1.19E-02,-1
95,83.94661,758.0585,19.84482,0.1407053,1.22E-02,-1
96,83.94036,758.3085,19.84591,0.1327052,1.22E-02,-1
97,83.9388,758.2147,19.84568,0.1258926,1.23E-02,-1
98,83.94661,757.621,19.84677,0.11958,1.25E-02,-1
99,83.92317,758.0272,19.84919,0.1136424,1.25E-02,-1
100,83.9138,758.3397,19.84935,0.108611,1.27E-02,-1
101,83.91692,757.9959,19.85115,0.103736,1.28E-02,-1
102,83.90911,757.3397,19.85201,0.0988609,1.29E-02,-1
103,83.94036,757.7147,19.85036,9.46E-02,1.28E-02,-1
104,83.91068,757.6835,19.85161,9.04E-02,1.28E-02,-1
105,83.91068,758.2147,19.85208,8.70E-02,1.29E-02,-1
106,83.92474,758.2147,19.85396,8.30E-02,1.28E-02,-1
107,83.93724,758.3085,19.85552,7.99E-02,1.33E-02,-1
108,83.93098,757.371,19.8556,7.67E-02,1.32E-02,-1
109,83.9388,757.5585,19.85552,7.39E-02,1.34E-02,-1
110,83.93411,757.7147,19.8556,7.19E-02,1.34E-02,-1
111,83.94349,757.8397,19.85654,7.00E-02,1.35E-02,-1
112,83.93411,758.0585,19.85505,6.84E-02,1.35E-02,-1
113,83.91692,757.871,19.85544,6.65E-02,1.33E-02,-1
114,83.90755,757.4335,19.85529,6.48E-02,1.32E-02,-1
115,83.89192,757.1522,19.8563,0.0627666,1.33E-02,-1
116,83.90286,757.6522,19.85591,6.11E-02,1.32E-02,-1
117,83.94193,757.371,19.85615,5.90E-02,1.34E-02,-1
118,83.93724,757.4335,19.85693,5.76E-02,1.37E-02,-1
119,83.92786,757.4647,19.85474,5.64E-02,1.39E-02,-1
120,83.92786,758.0897,19.85701,5.52E-02,1.40E-02,-1
121,83.91068,757.8397,19.85544,5.39E-02,1.43E-02,-1
122,83.94036,757.9334,19.85708,5.25E-02,1.44E-02,-1
123,83.92786,757.4335,19.85552,5.08E-02,1.45E-02,-1
124,83.92786,756.9335,19.85638,4.93E-02,1.49E-02,-1
125,83.94661,756.6209,19.85544,4.81E-02,1.46E-02,-1
126,83.89973,756.7147,19.85677,4.67E-02,0.0146471,-1
127,83.93255,757.1522,19.85443,4.57E-02,1.47E-02,-1
128,83.92943,756.7772,19.85505,4.44E-02,1.46E-02,-1
129,83.91224,756.8397,19.85615,4.35E-02,1.52E-02,-1
130,83.91692,757.4022,19.85435,4.25E-02,1.50E-02,-1
131,83.93568,757.4022,19.85591,4.16E-02,1.51E-02,-1
132,83.9388,757.2459,19.85575,4.09E-02,1.55E-02,-1
133,83.92161,757.2147,19.85466,0.0400475,1.56E-02,-1
134,83.92474,757.3084,19.8563,3.95E-02,1.55E-02,-1
135,83.94505,756.9022,19.85552,3.86E-02,1.54E-02,-1
136,83.91849,757.4022,19.85521,3.80E-02,1.55E-02,-1
137,83.89818,756.8397,19.85513,3.74E-02,1.51E-02,-1
138,83.94036,757.0897,19.85419,3.69E-02,1.53E-02,-1
139,83.93568,757.2772,19.85435,0.0363287,1.52E-02,-1
140,83.94349,757.4022,19.85333,3.57E-02,1.55E-02,-1
141,83.91536,757.4022,19.8538,3.53E-02,1.54E-02,-1
142,83.91224,757.4647,19.85341,3.47E-02,1.57E-02,-1
143,83.9388,757.2147,19.85419,3.40E-02,1.57E-02,-1
144,83.90443,756.4959,19.85247,0.0334224,1.53E-02,-1
145,83.93098,756.6209,19.85411,3.30E-02,1.55E-02,-1
146,83.9388,757.1835,19.85388,3.27E-02,1.58E-02,-1
147,83.9388,756.7147,19.85388,3.21E-02,1.58E-02,-1
148,83.90755,757.3084,19.85294,3.15E-02,1.56E-02,-1
149,83.94193,756.7147,19.85287,3.13E-02,1.54E-02,-1
150,83.9388,756.9022,19.85208,3.09E-02,1.54E-02,-1
151,83.91224,756.8709,19.85318,3.06E-02,1.55E-02,-1
152,83.92005,756.5584,19.85029,3.02E-02,1.53E-02,-1
153,83.93098,756.7147,19.85208,0.0298286,1.52E-02,-1
154,83.93568,756.5272,19.85357,2.95E-02,1.53E-02,-1
155,83.9388,756.8397,19.85341,2.92E-02,1.51E-02,-1
156,83.91692,756.8084,19.85091,2.89E-02,1.51E-02,-1
157,83.91849,756.5897,19.85263,2.87E-02,1.54E-02,-1
158,83.93098,756.0272,19.85154,2.84E-02,1.49E-02,-1
159,83.89818,756.0897,19.85287,2.80E-02,1.49E-02,-1
160,83.9263,756.4959,19.85302,2.77E-02,1.56E-02,-1
161,83.92317,756.1834,19.85185,2.74E-02,2.54E-02,-1
162,83.9388,755.9334,19.85122,2.71E-02,0.0209097,-1
163,83.90755,755.8084,19.85318,0.0268598,0.0181159,-1
164,83.9388,756.0584,19.8495,0.0266723,1.58E-02,-1
165,83.93411,756.4647,19.85279,2.64E-02,1.52E-02,-1
166,83.92943,756.8397,19.8531,2.64E-02,0.1417365,-1
167,83.94349,756.6522,19.85216,2.60E-02,9.15E-02,-1
168,83.93411,757.0272,19.85271,2.59E-02,6.07E-02,-1
169,83.89818,756.9647,19.8506,2.58E-02,4.19E-02,-1
170,83.91849,756.5897,19.85122,2.53E-02,0.0308161,-1
171,83.89037,756.5272,19.8524,2.50E-02,2.43E-02,-1
172,83.93568,756.4647,19.8499,2.49E-02,2.01E-02,-1
173,83.9013,756.4334,19.85107,2.46E-02,0.0177034,-1
174,83.90599,755.9334,19.85146,2.46E-02,1.60E-02,-1
175,83.93411,755.996,19.84896,2.44E-02,1.54E-02,-1
176,83.92474,756.246,19.84997,2.44E-02,1.51E-02,-1
177,83.9388,756.4647,19.84872,2.42E-02,1.44E-02,-1
178,83.92317,755.7147,19.85076,2.41E-02,1.45E-02,-1
179,83.94193,755.9022,19.85115,0.0239535,1.36E-02,-1
180,83.89818,756.3084,19.84997,0.0237035,1.35E-02,-1
181,83.93098,756.3084,19.85107,0.0237035,1.33E-02,-1
182,83.92943,755.9647,19.8506,0.023641,1.29E-02,-1
183,83.92786,756.1522,19.84997,2.35E-02,1.30E-02,-1
184,83.92943,755.6834,19.85083,2.34E-02,1.29E-02,-1
185,83.9388,755.9334,19.84927,0.023391,1.25E-02,-1
186,83.93724,755.6209,19.84919,2.33E-02,1.24E-02,-1
187,83.94349,755.8397,19.84919,2.30E-02,1.22E-02,-1
188,83.94193,755.6209,19.85068,2.32E-02,1.22E-02,-1
189,83.92474,755.6209,19.8506,2.30E-02,1.20E-02,-1
190,83.94193,755.8397,19.85029,2.28E-02,0.0115283,-1
191,83.90911,755.8709,19.84935,2.25E-02,0.0112908,-1
192,83.94661,756.1522,19.85122,2.25E-02,0.0114408,-1
193,83.93568,755.7459,19.85036,2.23E-02,0.0113158,-1
194,83.92161,755.8709,19.85052,2.24E-02,0.0113533,-1
195,83.91224,755.9647,19.85076,2.23E-02,1.12E-02,-1
196,83.92161,756.0272,19.84982,2.22E-02,1.11E-02,-1
197,83.93411,755.7772,19.85083,2.19E-02,1.11E-02,-1
198,83.94036,756.0584,19.85076,2.22E-02,1.07E-02,-1
199,83.94349,755.8397,19.84919,2.19E-02,1.06E-02,-1
200,83.89661,755.4022,19.84896,2.20E-02,1.04E-02,-1
201,83.93568,755.4647,19.84857,2.17E-02,1.05E-02,-1
202,83.90911,756.0584,19.84826,2.17E-02,1.05E-02,-1
203,83.92474,755.4022,19.84779,2.16E-02,1.08E-02,-1
204,83.92005,755.1834,19.84669,2.15E-02,1.08E-02,-1
205,83.94036,755.7772,19.84943,2.14E-02,1.09E-02,-1
206,83.89973,755.0584,19.8481,2.14E-02,0.0109533,-1
207,83.92474,755.5584,19.84771,2.14E-02,1.09E-02,-1
208,83.9388,755.0272,19.84529,2.13E-02,1.06E-02,-1
209,83.94036,755.6522,19.84794,2.11E-02,1.09E-02,-1
210,83.93411,754.9022,19.84857,2.14E-02,1.08E-02,-1
211,83.89505,754.9647,19.84646,2.11E-02,1.05E-02,-1
212,83.94193,755.0897,19.84865,2.12E-02,1.05E-02,-1
213,83.92786,755.4334,19.84888,2.10E-02,1.04E-02,-1
214,83.91536,755.5272,19.84763,2.09E-02,1.03E-02,-1
215,83.91536,755.5272,19.84669,2.09E-02,1.01E-02,-1
216,83.93255,755.4022,19.84826,2.08E-02,1.02E-02,-1
217,83.91849,755.4022,19.84865,2.09E-02,1.02E-02,-1
218,83.92943,755.2459,19.84591,2.08E-02,1.04E-02,-1
219,83.91692,754.9959,19.84599,2.08E-02,1.01E-02,-1
220,83.92005,755.1522,19.84693,0.0205472,1.01E-02,-1
221,83.94193,755.1522,19.84646,2.06E-02,9.88E-03,-1
222,83.93724,755.1209,19.84685,0.0206097,9.72E-03,-1
223,83.92161,754.2146,19.84732,2.05E-02,9.70E-03,-1
224,83.9013,755.0897,19.84661,2.05E-02,9.92E-03,-1
225,83.9263,754.9022,19.84529,2.06E-02,1.00E-02,-1
226,83.93255,754.9647,19.84661,0.0204222,1.04E-02,-1
227,83.92943,754.5897,19.84622,2.03E-02,1.03E-02,-1
228,83.93411,755.1522,19.84599,2.04E-02,1.04E-02,-1
229,83.92943,755.0584,19.84575,2.04E-02,1.03E-02,-1
230,83.93411,755.2147,19.84466,0.0203597,1.07E-02,-1
231,83.90443,754.9959,19.8431,2.02E-02,1.08E-02,-1
232,83.91536,754.9959,19.84552,0.0202347,1.08E-02,-1
233,83.90911,754.5272,19.8438,0.0202972,1.09E-02,-1
234,83.94036,754.2459,19.84279,0.0201097,1.09E-02,-1
235,83.93568,754.9959,19.84419,0.0199847,1.09E-02,-1
236,83.92474,754.4022,19.84388,0.0199222,1.12E-02,-1
237,83.91536,754.9334,19.84279,2.00E-02,1.14E-02,-1
238,83.89818,754.3708,19.84326,0.0199847,1.18E-02,-1
239,83.90286,754.9022,19.8406,1.97E-02,1.16E-02,-1
240,83.93568,754.6522,19.84247,0.0199222,1.18E-02,-1
241,83.91849,753.9959,19.84263,1.99E-02,1.19E-02,-1
242,83.91692,754.3397,19.84146,1.98E-02,1.18E-02,-1
243,83.9013,753.9022,19.84005,0.0200472,1.20E-02,-1
244,83.90911,754.2146,19.84076,1.99E-02,1.25E-02,33
245,83.94349,753.4647,19.84232,1.99E-02,1.26E-02,-1
246,83.93724,754.1834,19.83888,2.00E-02,1.28E-02,-1
247,83.90443,754.1522,19.84115,1.99E-02,1.28E-02,-1
248,83.93255,754.1208,19.84044,1.99E-02,1.29E-02,-1
249,83.94036,753.9647,19.83943,1.97E-02,1.30E-02,70
250,83.9138,753.7771,19.8399,1.99E-02,1.30E-02,-1
251,83.94036,754.3708,19.84005,1.99E-02,1.31E-02,-1
252,83.90911,753.8397,19.83935,1.99E-02,1.35E-02,-1
253,83.89661,754.3084,19.8388,1.97E-02,1.37E-02,-1
254,83.93255,754.1522,19.83771,0.0199222,1.36E-02,-1
255,83.92943,753.7771,19.83896,0.0199222,1.36E-02,-1
256,83.93724,754.1834,19.83786,1.99E-02,1.38E-02,-1
257,83.91692,753.8708,19.83654,0.0199222,1.39E-02,-1
258,83.93098,753.9334,19.83732,2.00E-02,1.40E-02,-1
259,83.91849,754.2459,19.83654,2.00E-02,1.42E-02,-1
260,83.90911,753.8084,19.83591,0.0199222,1.44E-02,-1
261,83.92317,754.2146,19.83552,2.00E-02,1.45E-02,-1
262,83.89818,753.9022,19.8363,2.00E-02,1.46E-02,-1
263,83.94036,754.0271,19.83537,1.99E-02,0.0146346,-1
264,83.9263,753.6208,19.83411,1.99E-02,0.0148721,-1
265,83.90286,753.0584,19.83364,1.99E-02,0.0147596,-1
266,83.9388,753.8084,19.83396,1.99E-02,1.49E-02,-1
267,83.9388,754.0897,19.83357,2.01E-02,1.55E-02,-1
268,83.90286,753.5584,19.83326,0.0199222,1.59E-02,-1
269,83.91692,753.6208,19.83318,1.98E-02,1.61E-02,-1
270,83.91849,754.0271,19.83349,0.0201097,1.66E-02,-1
271,83.92005,754.3084,19.82997,0.0200472,1.66E-02,-1
272,83.93568,754.0584,19.83208,0.0200472,1.64E-02,-1
273,83.93568,754.6834,19.82974,2.02E-02,1.66E-02,-1
274,83.9263,754.0584,19.8313,2.01E-02,1.67E-02,-1
275,83.91536,754.5272,19.83154,2.00E-02,1.63E-02,-1
276,83.91224,754.5897,19.82904,2.02E-02,1.66E-02,-1
277,83.91224,754.4334,19.82927,0.0202347,1.64E-02,-1
278,83.92005,753.5896,19.83005,2.03E-02,1.68E-02,-1
279,83.94036,754.4334,19.8299,2.04E-02,1.69E-02,-1
280,83.91692,754.5584,19.82982,0.0202972,1.72E-02,-1
281,83.92317,754.3708,19.82786,0.0202972,1.74E-02,-1
282,83.91224,754.8709,19.82693,2.04E-02,1.73E-02,-1
283,83.94193,755.0272,19.82818,0.0205472,1.76E-02,-1
284,83.9138,754.8083,19.82888,2.05E-02,1.76E-02,-1
285,83.9388,754.4959,19.82755,0.0204222,1.75E-02,-1
286,83.94193,754.1208,19.82708,0.0203597,1.74E-02,-1
287,83.92161,753.9334,19.82544,0.0203597,1.72E-02,-1
288,83.89192,753.9647,19.82622,2.05E-02,1.73E-02,-1
289,83.94349,753.8397,19.8274,2.04E-02,0.0176034,-1
290,83.93724,754.1834,19.82654,2.06E-02,0.0175909,-1
291,83.90755,754.0584,19.8245,2.05E-02,1.75E-02,-1
292,83.93568,754.0584,19.8256,0.0202972,0.0180159,-1
293,83.93255,753.4333,19.82583,2.05E-02,1.80E-02,-1
294,83.94036,753.9022,19.8231,0.0204222,1.78E-02,-1
295,83.90443,753.6208,19.82388,0.0204222,0.0178534,-1
296,83.90755,752.9333,19.82326,2.05E-02,0.0178409,-1
297,83.91692,753.9022,19.82482,0.0203597,1.79E-02,-1
298,83.94505,753.6522,19.82286,0.0202972,1.81E-02,-1
299,83.93724,753.6522,19.82349,2.04E-02,1.79E-02,-1
300,83.93568,754.1208,19.82349,0.0204222,1.79E-02,-1
301,83.90286,754.4334,19.82161,2.04E-02,0.0179784,-1
302,83.90286,753.4333,19.82372,0.0202972,1.80E-02,-1
303,83.93568,753.9647,19.82224,0.0204222,0.0177784,-1
304,83.92786,753.4647,19.82232,2.05E-02,1.84E-02,-1
305,83.94505,754.1208,19.82294,0.0201722,1.85E-02,-1
306,83.90599,753.9647,19.82263,2.04E-02,1.84E-02,-1
307,83.94193,753.5271,19.81982,2.03E-02,1.84E-02,-1
308,83.91068,753.5271,19.82216,2.04E-02,1.84E-02,-1
309,83.91068,753.6522,19.8188,2.03E-02,1.86E-02,-1
310,83.9263,752.9647,19.81919,0.0203597,1.87E-02,-1
311,83.90755,753.5896,19.81982,0.0203597,1.86E-02,-1
312,83.94349,753.6833,19.8206,2.04E-02,1.84E-02,-1
313,83.92786,753.7147,19.82021,2.05E-02,1.86E-02,-1
314,83.93568,753.7459,19.8213,0.0203597,1.85E-02,-1
315,83.9013,753.7147,19.81888,2.03E-02,1.87E-02,-1
316,83.94036,753.5271,19.81974,0.0204222,1.86E-02,-1
317,83.9013,753.4333,19.81896,2.03E-02,1.87E-02,-1
318,83.92786,752.9647,19.82021,0.0203597,1.87E-02,-1
319,83.94193,752.6209,19.81755,2.01E-02,1.89E-02,-1
320,83.93098,752.8709,19.81724,0.0203597,1.87E-02,-1
321,83.93098,752.9958,19.81919,2.01E-02,1.87E-02,-1
322,83.9013,753.0896,19.81904,2.03E-02,1.85E-02,-1
323,83.90911,753.0896,19.81896,0.0203597,1.87E-02,-1
324,83.94349,753.3084,19.81904,0.0204222,1.86E-02,-1
325,83.91224,752.8396,19.81716,0.0203597,1.86E-02,-1
326,83.9138,753.2147,19.81833,0.0203597,1.89E-02,-1
327,83.93255,753.2458,19.81607,2.03E-02,1.89E-02,-1
328,83.93098,752.8709,19.81685,2.03E-02,1.89E-02,-1
329,83.93411,753.0896,19.81638,0.0202347,1.88E-02,-1
330,83.94193,752.8396,19.81622,0.0203597,1.91E-02,-1
331,83.94817,753.2771,19.81513,0.0204222,1.91E-02,-1
332,83.90443,752.9021,19.81669,0.0204222,1.91E-02,-1
333,83.90286,752.3396,19.81614,0.0203597,1.90E-02,-1
334,83.94036,752.8083,19.8145,2.03E-02,1.86E-02,-1
335,83.93098,752.8083,19.81482,0.0202972,1.87E-02,-1
336,83.92005,753.3396,19.81505,0.0203597,1.87E-02,-1
337,83.93724,753.3084,19.812,2.03E-02,1.85E-02,-1
338,83.94193,753.0896,19.81411,2.04E-02,1.86E-02,-1
339,83.91224,752.6833,19.81294,2.03E-02,1.88E-02,-1
340,83.9388,753.1209,19.81255,0.0202972,1.88E-02,-1
341,83.90755,753.3084,19.81294,0.0203597,1.88E-02,-1
342,83.92943,752.9333,19.81341,0.0204847,1.88E-02,-1
343,83.90286,752.8709,19.81372,0.0202972,1.86E-02,-1
344,83.9138,752.9021,19.81177,2.03E-02,1.89E-02,-1
345,83.89973,753.2147,19.81302,2.02E-02,1.88E-02,-1
346,83.94193,753.4959,19.81216,2.04E-02,1.89E-02,-1
347,83.91536,753.2771,19.81224,0.0204222,1.88E-02,-1
348,83.95442,753.1209,19.81146,0.0204222,1.89E-02,-1
349,83.93724,753.3396,19.80919,2.04E-02,1.88E-02,33
350,83.94349,753.4959,19.81044,2.03E-02,1.87E-02,-1
351,83.92005,752.5583,19.81232,2.04E-02,1.84E-02,-1
352,83.94349,753.2147,19.81255,0.0201722,2.15E-02,-1
353,83.94036,753.1833,19.81146,2.06E-02,2.07E-02,-1
354,83.93411,753.1833,19.81013,0.0205472,2.02E-02,-1
355,83.94505,753.0896,19.81107,2.08E-02,1.93E-02,70
356,83.94349,752.8709,19.80943,2.07E-02,1.85E-02,-1
357,83.92317,752.2772,19.81044,0.0206097,1.80E-02,-1
358,83.91536,753.2458,19.8106,0.0206097,1.71E-02,-1
359,83.9388,753.2147,19.80865,0.0206097,1.69E-02,-1
360,83.92161,753.2771,19.81036,0.0205472,1.69E-02,-1
361,83.90755,753.0584,19.81052,0.0206097,1.69E-02,-1
362,83.92786,753.1522,19.80919,0.0204847,1.67E-02,-1
363,83.94661,753.0896,19.80802,0.0204847,1.68E-02,-1
364,83.9388,753.1522,19.81068,2.05E-02,1.69E-02,-1
365,83.92943,752.8396,19.81044,0.0204222,1.69E-02,-1
366,83.90599,753.0896,19.81153,2.04E-02,1.67E-02,-1
367,83.94036,753.2147,19.80982,0.0201722,1.66E-02,-1
368,83.94661,752.7771,19.81107,2.03E-02,1.67E-02,-1
369,83.94505,752.7147,19.80865,2.04E-02,1.70E-02,-1
370,83.94505,753.1522,19.80849,0.0202972,1.73E-02,-1
371,83.93255,753.5271,19.81029,2.03E-02,1.72E-02,-1
372,83.91536,752.9021,19.80614,0.0201097,1.74E-02,-1
373,83.93411,753.3396,19.80857,2.01E-02,1.75E-02,-1
374,83.93568,753.4333,19.80755,0.0202972,1.70E-02,-1
375,83.91849,753.3084,19.80536,2.03E-02,1.74E-02,-1
376,83.92943,753.1522,19.80755,2.03E-02,1.71E-02,-1
377,83.93411,753.2147,19.80685,0.0202972,1.73E-02,-1
378,83.94817,753.2147,19.80575,0.0202347,1.72E-02,-1
379,83.93411,752.3709,19.80466,2.02E-02,1.74E-02,-1
380,83.92474,753.0271,19.80708,2.04E-02,0.0175784,-1
381,83.93568,752.8083,19.80622,0.0202347,1.77E-02,-1
382,83.93255,753.1522,19.80693,2.03E-02,1.79E-02,-1
383,83.94817,753.2771,19.80646,0.0202972,1.79E-02,-1
384,83.90755,753.2147,19.8045,0.0202972,0.0179284,-1
385,83.93255,753.2147,19.80622,0.0202347,0.0180409,-1
386,83.9263,753.1209,19.80552,2.02E-02,1.82E-02,-1
387,83.93411,753.0271,19.80591,2.03E-02,0.0181909,-1
388,83.94349,753.1522,19.80607,2.01E-02,1.83E-02,-1
389,83.94505,753.3708,19.80614,0.0202347,1.82E-02,33
390,83.93724,753.3084,19.80513,0.0201722,1.82E-02,-1
391,83.93255,753.2771,19.80318,2.02E-02,1.80E-02,-1
392,83.9138,752.6209,19.80404,2.03E-02,1.83E-02,-1
393,83.91692,752.8396,19.80427,2.05E-02,1.91E-02,-1
394,83.94036,753.1522,19.80365,2.05E-02,1.87E-02,-1
395,83.92005,753.0584,19.80396,0.0206097,0.0180784,-1
396,83.94036,753.1522,19.80435,0.0204847,1.79E-02,-1
397,83.91536,752.1833,19.80107,2.05E-02,1.73E-02,-1
398,83.92474,752.9958,19.80349,0.0204847,1.74E-02,-1
399,83.92474,753.0271,19.802,0.0205472,1.75E-02,-1
400,83.94505,753.0896,19.80247,2.05E-02,1.72E-02,-1
401,83.94661,753.2147,19.80419,2.06E-02,1.66E-02,-1
402,83.90443,753.1833,19.8038,2.03E-02,1.63E-02,-1
403,83.9263,753.0896,19.80396,0.0205472,1.59E-02,-1
404,83.90755,752.9021,19.8031,0.0203597,1.53E-02,-1
405,83.90599,753.0271,19.80411,2.03E-02,1.50E-02,-1
406,83.94349,752.3083,19.80239,2.03E-02,1.50E-02,70
407,83.92005,752.3396,19.80255,2.03E-02,1.50E-02,-1
408,83.94036,752.4958,19.80388,2.02E-02,1.45E-02,-1
409,83.94036,752.8396,19.80294,2.02E-02,0.0147221,-1
410,83.94817,752.8709,19.80404,0.0200472,1.46E-02,-1
411,83.92317,752.9647,19.80271,0.0199222,1.47E-02,-1
412,83.93411,752.9647,19.80388,0.0199847,1.46E-02,-1
413,83.92161,752.5583,19.80365,2.00E-02,0.0148221,-1
414,83.93411,752.1208,19.80185,2.00E-02,0.0148096,-1
